2016-06-03 09:53:55.886932: Found existing file: test_file2.txt
2016-06-03 09:55:32.369160: Found existing file: batman.jpg
2016-06-03 09:55:32.540622: Found existing file: batman.png
2016-06-03 09:55:32.701743: Found existing file: test_file.txt
2016-06-03 09:55:32.889293: Found existing file: test_file2.txt
2016-06-03 09:55:33.065455: Found existing file: testupload.txt
2016-06-03 09:55:33.278721: Found existing file: test_file2.txt
2016-06-03 09:55:39.071197: Found existing file: batman.jpg
2016-06-03 09:55:39.247824: Found existing file: batman.png
2016-06-03 09:55:39.415840: Found existing file: test_file.txt
2016-06-03 09:55:39.585407: Found existing file: test_file2.txt
2016-06-03 09:55:39.743136: Found existing file: testupload.txt
2016-06-03 09:55:39.921463: Found existing file: test_file2.txt
2016-06-03 09:56:20.726079: Found existing file: batman.jpg
2016-06-03 09:56:20.903661: Found existing file: batman.png
2016-06-03 09:56:21.076096: Found existing file: test_file.txt
2016-06-03 09:56:21.256003: Found existing file: test_file2.txt
2016-06-03 09:56:21.420886: Found existing file: testupload.txt
2016-06-03 09:56:21.620795: Found existing file: test_file2.txt
2016-06-03 10:00:10.898791: Found existing file: batman.jpg
2016-06-03 10:00:11.069651: Found existing file: batman.png
2016-06-03 10:00:11.267590: Found existing file: test_file.txt
2016-06-03 10:00:11.439252: Found existing file: test_file2.txt
2016-06-03 10:00:11.607400: Found existing file: testupload.txt
2016-06-03 10:00:11.771126: Found existing file: test_file2.txt
2016-06-03 10:07:19.651513: Found existing file: batman.jpg
2016-06-03 10:07:19.815285: Found existing file: batman.png
2016-06-03 10:07:19.990853: Found existing file: test_file.txt
2016-06-03 10:07:20.146792: Found existing file: test_file2.txt
2016-06-03 10:07:20.326886: Found existing file: testupload.txt
2016-06-03 10:07:20.496870: Found existing file: test_file2.txt
