1966.3.5.1,1966,Robert Hoff,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.5.2,1966,Robert Hoff,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.5.3,1966,Robert Hoff,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.5.4,1966,Barbara Stafford,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.5.5,1966,bird on picnic table,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.6.1,1966,Grandma Mary Stafford,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.6.2,1966,Grandma Mary Stafford,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.7.1,1966,Barbara Stafford (from Doug Hall),From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.7.2,1966,Barbara Stafford (from Doug Hall),From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.3.7.3,1966,Barbara Stafford (from Doug Hall),From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.1.1,1966,Barbara and Kit Stafford at Lewis & Clark College,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.1.2,1966,Barbara and Kit Stafford at Lewis & Clark College,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.2.1,1966,Hales?,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.2.2,1966,Dorothy Stafford,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.2.3,1966,Kit Stafford,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.2.4,1966,Nosratollah Rassekh and others sitting at table with Sir John Bagot Glubb,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.2.5,1966,Mark Strand,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.5.1,1966,Stafford�s dog by bookshelf,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.5.2,1966,Stafford�s dog by bookshelf,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.5.3,1966,leaves,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.5.4,1966,grass and mushrooms,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.4.5.5,1966,?,From a roll of photos identified by Stafford as: October 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
,,,,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.1.1,1966,Kim Stafford,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.1.2,1966,WS with guitar,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.1.3,1966,Dorothy Stafford,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.2.1,1966,Lawson Inada,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.2.2,1966,"Dorothy, Kit, Barbara, and Kim",From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.2.3,1966,Doug Hall and Dorothy,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.2.4,1966,Claire Hall,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.3.1,1966,Kit Stafford,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.5.1,1966,Barbara Stafford with Campfire Girls,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.5.2,1966,Barbara Stafford with Campfire Girls,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.5.3,1966,Barbara Stafford with Campfire Girls,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.5.4,1966,Barbara Stafford with Campfire Girls,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.5.5,1966,Barbara Stafford with Campfire Girls,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.6.1,1966,Barb Stafford on telephone,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.5.6.2,1966,Leopard book,From a roll of photos identified by Stafford as: Fall 1966.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.1.1,1966,"Christmas 1966, Barbara",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.1.2,1966,"Christmas 1966, Stafford Family",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.1.3,1966,"Christmas 1966, Stafford Family",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.1.4,1966,"Christmas 1966, Bret, Kim, Barbara, Kit",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.1.5,1966,"Christmas 1966, Bret, Kim, Barbara, Kit",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.2.1,1966,"Christmas 1966, Lake Oswego street",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.2.2,1966,"Christmas 1966, Kit",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.2.3,1966,"Christmas 1966, Barbara and WS",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.2.4,1966,"Christmas 1966, WS and Dorothy kissing",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.2.5,1966,"Christmas 1966, dog",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.3.1,1966,"Christmas 1966, Bret, Barbara, Kit, Kim",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.3.2,1966,"Christmas 1966, Bret, Barbara, Kit, Kim",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.3.3,1966,"Christmas 1966, Kit, Barbara",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.3.4,1966,"Christmas 1966, Stafford family with Reinhard Pauly family",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.3.5,1966,"Christmas 1966, Stafford family with Reinhard Pauly family",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.4.1,1966,"Christmas 1966, Barbara",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.4.2,1966,"Christmas 1966, Kit & Michael Pauly",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.4.3,1966,"Christmas 1966, (out of focus)",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.4.4,1966,"Christmas 1966, Stafford kids with Pauly kids",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.4.5,1966,"Christmas 1966, WS & Dorothy, Connie & Reinhard Pauly",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.4.6,1966,"Christmas 1966, WS & Dorothy, Connie & Reinhard Pauly",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.5.1,1966,"Barbara & Kit, Birthday 1966",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.5.2,1966,"Barbara & Kit, Birthday 1966",From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.5.3,1966,Michael Pauly,From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.5.4,1966,Michael Pauly & Kit,From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.6.1,1966,Dorothy Stafford,From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.6.2,1966,George Starbuck family,From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
1966.6.6.3,1966,George Starbuck family,From a roll of photos identified by Stafford as: 1966. Includes mostly Christmas and family photos.,William Stafford,This image is the property of the Estate of William Stafford. Permission must be granted for use. ,jpg,photograph,,,,,,,,
